Case Name,Case URL,Case Number,Last Updated,Enforcement Authority,Location,Sectors,Complaint Types,Topics,Dispositions
Credit card fraud victim questions bank's use of first-class mail as privacy safeguard - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-043/,#2002-43,"April 4, 2002",OPC,Canada,Financial Institutions,Safeguards,Identity theft,Not well-founded
Outsourcing of canada.com e-mail services to U.S.-based firm raises questions for subscribers - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2008/pipeda-2008-394/,#2008-394,"September 19, 2008",OPC,Canada,Telecommunications,Accountability,Consent; Internet and online; Personal information transferred across borders,Not well-founded
Individual alleged that bank request for SIN was unnecessary - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-209/,#2003-209,"August 5, 2003",OPC,Canada,Financial Institutions,Collection,Social Insurance Number (SIN),Not well-founded
Employees objected to corporation's requirement for medical diagnosis on sick leave certificates - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-257/,#2003-257,"June 7, 2004",OPC,Canada,Transportation,Collection,Health/medical Information; Privacy at work,Well-founded
Employee alleges company forcing consent to security screening - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-127/,#2003-127,"March 4, 2003",OPC,Canada,Telecommunications,Collection,Consent; Privacy at work,Not well-founded
Bank alleged to have denied customer access to her personal information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-247/,#2003-247,"December 8, 2003",OPC,Canada,Financial Institutions,Access,Access to personal information,Not well-founded
Telecommunications company accused of disclosing unpublished telephone number - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-075/,#2002-75,"October 10, 2002",OPC,Canada,Telecommunications,Use and Disclosure,Consent,Not well-founded
"After a significant Adobe data breach, customer questions company's security safeguards and the response it provided about impacts on his personal information - Office of the Privacy Commissioner of Canada",https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2014/pipeda-2014-015/,#2014-015,"June 9, 2015",OPC,Canada,Services,Use and Disclosure,Privacy breaches,Well-founded and resolved
Telecommunications company accused of not protecting account against unauthorized access - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-137/,#2003-137,"March 6, 2003",OPC,Canada,Telecommunications,Use and Disclosure,Consent; Internet and online,Not well-founded
Financial institution takes strong remedial measures after insufficient safeguards and unnecessary storage leaves sensitive data vulnerable to breach - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2015/pipeda-2015-006/,#2015-006,"November 10, 2015",OPC,Canada,Financial Institutions,Appropriate Purposes,N/A,Not well-founded
Bank accused of non-consensual disclosure to debtor's employer - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-168/,#2003-168,"April 24, 2003",OPC,Canada,Financial Institutions,Use and Disclosure,Consent,Well-founded
User accuses ISP owner of reading and blocking her e-mail - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2001/pipeda-2001-021/,#2001-21,"November 5, 2001",OPC,Canada,Telecommunications,Collection,Consent,Not well-founded
Publisher collected and used e-mail addresses for marketing without consent - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2009/pipeda-2009-013/,#2009-013,"December 7, 2009",OPC,Canada,Other,Use and Disclosure,Internet and online; Spam,Well-founded
Airport management cites solicitor-client privilege to withhold employee's information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-037/,#2002-37,"January 14, 2002",OPC,Canada,Transportation,Access,Access to personal information; Privacy at work,Well-founded
Registrar collects personal information to combat domain name hijacking - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2006/pipeda-2006-363/,#2006-363,"February 23, 2007",OPC,Canada,Telecommunications,Collection,Driver's licences; Internet and online,Not well-founded
Thief cashes convenience cheque on cancelled credit card account - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2005/pipeda-2005-299/,#2005-299,"December 13, 2006",OPC,Canada,Financial Institutions,Safeguards,Identity theft,Well-founded
Individual alleges that bank denied him access to his personal information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-090/,#2002-90,"November 12, 2002",OPC,Canada,Financial Institutions,Access,Access to personal information,Not well-founded
Several complaints about agency's delayed response to requests for credit histories - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-067/,#2002-67,"August 28, 2002",OPC,Canada,Telecommunications,Use and Disclosure,Access to personal information,Well-founded
Airline accused of refusing access to personal information about vacation incidents - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2001/pipeda-2001-019/,#2001-19,"October 31, 2001",OPC,Canada,Transportation,Access,Access to personal information,Resolved
Insurer discloses individuals medical information to third-party consultant based on implied consent - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2009/pipeda-2009-003/,#2009-003,"May 14, 2009",OPC,Canada,Health; Insurance,Use and Disclosure,Consent; Health/medical Information,Not well-founded
Commissioner does not issue report to individual seeking access to her personal information being withheld for reasons of solicitor-client privilege - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2010/pipeda-2010-001/,#2010-001,"May 17, 2010",OPC,Canada,Health; Insurance,Access,Access to personal information,
Investigation into the personal information handling practices of WhatsApp Inc. - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2013/pipeda-2013-001/,#2013-001,"January 28, 2013",OPC,Canada,Accommodations; Sales; Services,Access; Consent; Retention and Disposal; Safeguards; Use and Disclosure,Health/medical Information; Mobile devices and apps,Well-founded and resolved
"Complaint under PIPEDA against Accusearch Inc., doing business as Abika.com - Office of the Privacy Commissioner of Canada",https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2009/2009_009_rep_0731/,#2009-009,"July 31, 2009",OPC,Canada,Sales,Collection,N/A,Well-founded
Stolen laptop engages bank's responsibility - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2005/pipeda-2005-289/,#2005-289,"April 1, 2005",OPC,Canada,Financial Institutions,Safeguards; Use and Disclosure,Privacy breaches,Well-founded
Television station improperly recorded employee telephone conversation - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2007/pipeda-2007-387/,#2007-387,"September 17, 2008",OPC,Canada,Telecommunications,Collection,Consent; Privacy at work; Surveillance and monitoring,Well-founded and resolved
Individual denied access to personal information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-111/,#2002-111,"December 19, 2002",OPC,Canada,Financial Institutions,Access,Access to personal information,Resolved
Trucking company collects personal information intended for Canada Customs - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2001/pipeda-2001-010/,#2001-10,"August 17, 2001",OPC,Canada,Transportation,Collection,N/A,Well-founded
Movie theatre chain strengthens personal information handling practices - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2005/pipeda-2005-304/,#2005-304,"June 20, 2005",OPC,Canada,Other,Accountability; Collection; Openness; Retention and Disposal; Safeguards,N/A,Resolved
"E-mail message raises questions about purposes, credibility and accountability - Office of the Privacy Commissioner of Canada",https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2006/pipeda-2006-346/,#2006-346,"October 16, 2006",OPC,Canada,Sales,Accountability; Collection,Internet and online,Well-founded and resolved
GMAT Test-taker Objects to Palm-Vein Scanning - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2011/pipeda-2011-012/,#2011-012,"May 31, 2013",OPC,Canada,Services; Educational Support Services,Collection; Use and Disclosure,Biometrics,Not well-founded
Customer objects to bank using Social Insurance Number to activate credit cards - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-105/,#2002-105,"December 19, 2002",OPC,Canada,Financial Institutions,Use and Disclosure,Consent; Social Insurance Number (SIN),Resolved
